#{"t_start": 1652252104.4540074, "env_id": "TrajectoryGenerationURSim-v0"}
r,l,t
-1.264523,92,433.044462
-1.707548,159,945.974034
-1.474355,177,1498.012283
-1.503749,95,1711.901916
-2.15257,236,2327.187658
-1.86649,226,2949.466101
-1.449531,105,3205.72779
-1.565909,174,4629.762151
-1.369616,90,4857.617012
-1.251967,59,5046.597024
-2.112515,261,5719.543452
-1.335078,95,6029.841454
-1.836543,188,6570.553785
-1.646954,300,7464.500505
-1.234507,300,8944.991271
-0.917852,300,9638.264577
-2.107502,212,10219.563404
-1.94086,196,10683.314917
-1.724043,168,11122.474476
-1.383709,86,11381.987889
-1.230194,65,11549.465553
-2.117287,277,12909.015852
1.978468,22,12966.286421
-1.624457,213,13462.261546
-0.925047,300,14283.470799
-0.692224,300,14905.931686
-0.944049,300,15522.452492
-1.048235,300,16852.346572
-1.207336,300,17470.626623
-1.741116,300,18101.878098
-0.892802,300,18903.316615
-1.709912,300,20218.341963
-1.662369,300,20815.961937
-0.718588,300,21416.268122
-1.534875,300,22017.467284
-1.348542,300,23345.856692
-1.298721,300,23943.874327
-1.079901,300,24731.371523
-0.80501,300,25332.087853
-1.167106,300,26640.137025
-0.687619,300,27242.384769
-0.842531,300,27834.304291
-0.952057,300,28429.474171
-1.027367,300,29739.368321
-0.743672,300,30522.647177
-1.356982,300,31103.167717
-1.009299,300,31706.727468
-1.049857,300,33019.461548
-0.866567,300,33605.175105
-1.362809,300,34203.870224
-0.970209,300,34792.416934
-1.122001,300,35597.068117
-1.45229,300,36932.867218
-1.507021,300,37523.895202
-0.763523,300,38118.999296
-1.274599,300,38719.188065
-1.315203,300,40044.929385
-0.868122,300,40633.548175
-1.406443,300,41417.574069
-0.557421,300,42018.281255
-1.135967,300,43341.63582
-1.04313,300,43960.491736
-0.886685,300,44556.752643
-0.78784,300,45160.289354
-1.300758,300,46693.633516
-1.366332,300,47293.973286
-1.283501,300,47930.394514
-0.742573,300,48547.825874
-1.29486,300,49872.711948
-0.875717,300,50475.424144
-1.006255,300,51089.263273
-1.023574,300,51913.091795
-1.358116,300,53229.678517
-1.085829,300,53830.993721
-0.92984,300,54433.688671
-1.418325,300,55069.972124
-1.12041,300,55681.191164
-1.248626,300,57019.02358
-1.380366,300,57874.190597
-0.757811,300,58470.218621
-0.840062,300,59082.059004
-1.509654,196,60253.249964
-1.431397,300,60872.639104
-0.865449,300,61495.536792
1.961543,15,61535.015476
-1.11348,300,62134.755145
-0.528844,300,63591.410165
-1.055462,300,64221.350444
-0.521277,300,64853.845902
-1.271938,300,65520.395138
-1.195902,300,66757.584878
-1.326471,300,67375.214649
-1.062504,300,67997.513001
-1.285459,300,68779.62261
1.971299,18,68827.693062
-1.41493,300,70081.780011
-1.275411,300,70753.280059
-0.596847,300,71354.492602
-1.162424,300,71977.956825
-1.169541,300,72636.535247
-0.946938,300,73915.855334
-1.319245,300,74744.813747
-0.648307,300,75391.88467
-1.227675,300,76080.742369
-0.76773,300,77313.462925
1.926904,32,77380.601697
1.965835,35,77466.375581
-0.569197,300,78101.7923
-1.063514,300,78718.445872
-1.41953,300,79532.355491
1.818089,114,80447.415613
-1.216517,300,81098.910673
-1.239759,300,81718.766348
1.949051,23,81773.257102
-1.057922,300,82490.040053
-1.316449,79,82628.076284
-1.234077,300,83933.302817
1.81497,126,84192.010582
-1.458687,300,84825.17924
-1.077417,300,85669.739228
-1.121025,300,86306.980506
1.910739,48,86470.214844
-1.031736,13,86518.008191
-1.359143,300,87749.339683
1.59039,273,88334.89146
1.921405,33,88414.179314
1.958252,26,88492.889225
1.940432,28,88571.690561
1.724381,177,88979.141891
-0.878497,300,89696.851249
-1.192337,300,90951.635381
-1.217445,300,91831.013589
-1.082673,300,92457.652859
-1.270057,300,93204.094079
1.929644,37,93298.469084
-0.674988,300,94502.697715
-0.871642,300,95162.118675
-1.057988,300,95827.917051
1.946023,29,95923.801218
1.92278,56,96043.648122
1.7311,156,96364.400652
-0.843306,300,97856.978026
1.983602,16,97950.646575
-0.810692,300,98687.856449
-1.584456,300,99407.465422
1.76894,159,99774.143835
-0.771301,300,100384.175141
-1.447909,300,101563.246775
1.890598,73,101753.225425
-0.775469,300,102446.731508
1.903491,75,102615.511276
1.94543,42,102883.290859
1.96447,29,102937.112916
1.946066,28,103020.256272
-1.134815,61,103201.011257
-1.162788,300,103845.586924
-0.953301,300,104986.591584
-0.957681,300,105773.349394
-0.811827,300,106534.67766
-0.81526,300,107306.420764
1.970135,24,107381.576052
